"catalogNumber","month","year","locationRemarks","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","scientificName","samplingProtocol","individualCount","bibliographicCitation","decimalLongitude","decimalLatitude","verbatimEventDate","datasetName","license","accessRights"
"49734",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49735",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49736",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49737",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49738",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49739",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49740",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49741",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49742",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49743",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49744",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49745",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49746",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49747",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49748",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49749",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49750",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49751",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49752",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49753",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49754",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49755",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49756",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49757",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49758",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49759",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49760",2,2010,"CN","-47.224638890000001","-72.497666670000001","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.49766667,-47.22463889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49761",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49762",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49763",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49764",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49765",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49766",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49767",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49768",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49769",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49770",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49771",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49772",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49773",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49774",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49775",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49776",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49777",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49778",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49779",2,2010,"CN","-47.244027780000003","-72.528194439999993","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49780",2,2010,"CN","-47.243305560000003","-72.531888890000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49781",2,2010,"CN","-47.243305560000003","-72.531888890000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49782",2,2010,"CN","-47.243305560000003","-72.531888890000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49783",2,2010,"CN","-47.243305560000003","-72.531888890000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49784",2,2010,"CN","-47.243305560000003","-72.531888890000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49785",2,2010,"CN","-47.243305560000003","-72.531888890000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
