"locality","decimalLatitude","decimalLongitude","year","eventDate","scientificName","individualCount","samplingProtocol","locationRemarks","recordedBy","associatedReferences","license","rightsHolder","accessRights","bibliographicCitation","datasetName","basisOfRecord"
"Lago Huelde, Río Cipresales",-42.58783604,-74.09967503,2017,2017-02-26,"Aplochiton taeniatus",1,"Gill Net Aplochitonera 3mX10m","Huelde","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58777603,-74.09943597,2014,2014-02-27,"Galaxias maculatus",1,"Minnow Trap","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.587053,-74.09770402,2017,2017-02-26,"Aplochiton taeniatus",1,"Gill Net Aplochitonera 3mX5m  X2","Huelde","Cristian Correa, Maryse Boisjoly, Consuelo Guevara, Camila Sola","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58641598,-74.09600099,2014,2014-02-27,"Galaxias maculatus",2,"Minnow Trap","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58623803,-74.09595799,2017,2017-02-26,"Geotria australis",1,"Snorkeling","Huelde","Cristian Correa, Maryse Boisjoly, Consuelo Guevara, Camila Sola","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58606302,-74.09559103,2017,2017-02-26,"Salmo trutta",1,"Gill Net Aplochitonera 1.5mX7m","Huelde","Cristian Correa, Maryse Boisjoly, Consuelo Guevara, Camila Sola","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58599697,-74.091143,2014,2014-02-27,"Galaxias platei",1,"Minnow Trap","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58597098,-74.09176201,2014,2014-02-27,"Galaxias maculatus",1,"Minnow Trap","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58584903,-74.09068904,2014,2014-02-27,"Galaxias maculatus",1,"Minnow Trap","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58573797,-74.09019903,2014,2014-02-27,"Galaxias maculatus",1,"Minnow Trap","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58573797,-74.09019903,2014,2014-02-27,"Galaxias platei",1,"Minnow Trap","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58571902,-74.09263599,2017,2017-02-26,"Galaxias platei",1,"Gill Net Aplochitonera 3mX5m  X2","Huelde","Cristian Correa, Maryse Boisjoly, Consuelo Guevara, Camila Sola","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58565901,-74.09313404,2014,2014-02-27,"Galaxias maculatus",1,"Minnow Trap","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58564099,-74.09356202,2014,2014-02-27,"Galaxias maculatus",1,"Minnow Trap","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.58549699,-74.08962999,2014,2014-02-27,"Aplochiton taeniatus",2,"Gill Net Aplochitonera 3mX10m","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.584349,-74.08922204,2017,2017-02-22,"Galaxias maculatus",4,"Fyke net","Huelde","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, Río Cipresales",-42.584349,-74.08922204,2017,2017-02-22,"Galaxias platei",17,"Fyke net","Huelde","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, desagüe",-42.60365202,-74.12336899,2014,2014-02-26,"Aplochiton marinus",1,"Gill Net Aplochitonera 3mX5m","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, desagüe",-42.60365202,-74.12336899,2014,2014-02-26,"Odontesthes brevianalis",2,"Gill Net Aplochitonera 3mX5m","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, desagüe",-42.60056597,-74.11889104,2014,2014-02-26,"Aplochiton marinus",7,"Gill Net Aplochitonera 3mX10m","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, desagüe",-42.60056597,-74.11889104,2014,2014-02-26,"Eleginops maclovinus",3,"Gill Net Aplochitonera 3mX10m","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, desagüe",-42.60056597,-74.11889104,2014,2014-02-26,"Odontesthes brevianalis",5,"Gill Net Aplochitonera 3mX10m","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Huelde, desagüe",-42.60056597,-74.11889104,2014,2014-02-28,"Galaxias platei",1,"Hand Collected","Huelde","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago La Paloma",-45.87618,-72.07065,2019,2019-11-24,"Aplochiton zebra",33,"Casting Net","Lago La Paloma","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago La Paloma",-45.87618,-72.07065,2019,2019-11-24,"Oncorhynchus mykiss",1,"Casting Net","Lago La Paloma","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Leon",-45.616146,-71.840491,2009,2009-01-31,"Galaxias platei",79,"Electric fishing, Trapping, Dip net","Leon","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Leon",-45.616146,-71.840491,2009,2009-02-01,"Galaxias platei",3,"Bottom gillnet S","Leon","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Lonconao",-43.231353,-71.93025,2023,2023-11-12,"Cheirodon interruptus",16,"Fyke net","Rio Futaleufu","CC BD","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Mercedes",-45.73613,-72.217254,2009,2009-02-13,"Salmo trutta",8,"Bottom gillnet S","Mercedes","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Mercedes",-45.73613,-72.217254,2009,2009-02-14,"Salmo trutta",18,"Electric fishing","Mercedes","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Palos",-45.320933,-72.702733,2007,2007-02-21,"Aplochiton taeniatus",5,"Bottom gillnet S","Palos","Cristian Correa","(Alò et al. 2013) | (Correa et al. 2012) | (Alò et al. 2019)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Palos",-45.320933,-72.702733,2007,2007-02-21,"Galaxias maculatus",191,"Trapping","Palos","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Palos",-45.320933,-72.702733,2007,2007-02-21,"Galaxias platei",2,"Bottom gillnet S","Palos","Cristian Correa","(Alò et al. 2019) | (Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Palos",-45.320933,-72.702733,2007,2007-02-21,"Salmo trutta",3,"Bottom gillnet S","Palos","Cristian Correa","(Alò et al. 2019) | (Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Palos",-45.320933,-72.702733,2007,2007-02-22,"Galaxias maculatus",270,"Trapping, Electric fishing","Palos","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Palos",-45.320933,-72.702733,2007,2007-02-22,"Galaxias platei",6,"Trapping, Electric fishing","Palos","Cristian Correa","(Correa et al. 2012) | (Alò et al. 2019)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Palos",-45.320933,-72.702733,2007,2007-02-22,"Salmo trutta",1,"Bottom gillnet L","Palos","Cristian Correa","(Alò et al. 2019) | (Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Palos",-45.320933,-72.702733,2007,2007-02-23,"Galaxias maculatus",31,"Electric fishing","Palos","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Palos",-45.320933,-72.702733,2007,2007-02-23,"Galaxias sp.",89,"Dip net","Palos","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Pollux",-45.67629,-71.862678,2007,2007-02-13,"Galaxias platei",1,"Electric fishing","Pollux","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Pollux",-45.67629,-71.862678,2007,2007-02-13,"Oncorhynchus mykiss",113,"Electric fishing","Pollux","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Pollux",-45.67629,-71.862678,2007,2007-02-14,"Oncorhynchus mykiss",15,"Bottom gillnet S","Pollux","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Pollux",-45.67629,-71.862678,2007,2007-04-11,"Galaxias platei",2,"Electric fishing","Pollux","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Pollux",-45.67629,-71.862678,2009,2009-03-29,"Galaxias platei",19,"Electric fishing, Electric fishing (off records)","Pollux","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Pollux",-45.67629,-71.862678,2009,2009-03-29,"Oncorhynchus mykiss",15,"Electric fishing, Electric fishing (off records)","Pollux","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Pollux",-45.67629,-71.862678,2009,2009-11-03,"Galaxias platei",6,"Electric fishing","Pollux","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Pollux",-45.67629,-71.862678,2009,2009-11-05,"Oncorhynchus mykiss",9,"Electric fishing","Pollux","Cristian Correa","(Correa et al. 2012)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Lago Portales",-45.535313,-72.590396,2007,2007-02-25,"Galaxias platei",2,"Trapping","Portales","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
